1633633642011,639.5,587
1633633642012,639.5,587
1633633642019,591.5,555
1633633642022,591.5,555
1633633642028,536.5,516
1633633642029,536.5,516
1633633642034,478.5,471
1633633642037,478.5,471
1633633642043,457.5,451
1633633642045,457.5,451
1633633642060,368.5,372
1633633642061,368.5,372
1633633642065,353.5,358
1633633642066,353.5,358
1633633642073,326.5,331
1633633642075,326.5,331
1633633642081,302.5,308
1633633642083,302.5,308
1633633642089,284.5,290
1633633642092,284.5,290
1633633642098,279.5,284
1633633642099,279.5,284
1633633642105,269.5,273
1633633642109,269.5,273
1633633642113,257.5,252
1633633642115,257.5,252
1633633642305,256.5,252
1633633642310,256.5,252
1633633642312,252.5,251
1633633642318,248.5,248
1633633642320,248.5,248
1633633642328,242.5,244
1633633642329,242.5,244
1633633642335,235.5,239
1633633642338,235.5,239
1633633642344,221.5,228
1633633642346,221.5,228
1633633642362,199.5,207
1633633642363,199.5,207
1633633642367,184.5,193
1633633642369,184.5,193
1633633642391,157.5,164
1633633642392,157.5,164
1633633642399,148.5,155
1633633642400,148.5,155
1633633642407,142.5,147
1633633642410,142.5,147
1633633642415,138.5,142
1633633642416,138.5,142
1633633642423,136.5,139
1633633642426,136.5,139
1633633642430,134.5,135
1633633642431,134.5,135
1633633642438,131.5,131
1633633642440,131.5,131
1633633642452,130.5,129
1633633642455,128.5,127
1633633642461,128.5,124
1633633642462,128.5,124
1633633642470,127.5,122
1633633642471,127.5,122
1633633642478,126.5,120
1633633642480,126.5,120
1633633642486,126.5,119
1633633642487,126.5,119
1633633642495,126.5,118
1633633642496,126.5,118
1633633642502,125.5,117
1633633642503,125.5,117
1633633642510,125.5,117
1633633642511,125.5,117
1633633642540,125.5,116
1633633642763,125.5,117
1633633642772,125.5,118
1633633642780,125.5,119
1633633642796,125.5,120
1633633642819,125.5,123
1633633642823,125.5,129
1633633642830,125.5,131
1633633642837,125.5,134
1633633642844,125.5,136
1633633642852,125.5,141
1633633642863,125.5,144
1633633642869,125.5,146
1633633642878,124.5,149
1633633642892,124.5,154
1633633642898,124.5,157
1633633642906,124.5,159
1633633642914,124.5,161
1633633642922,124.5,163
1633633642930,123.5,166
1633633642939,123.5,168
1633633642945,123.5,170
1633633642954,123.5,172
1633633642962,123.5,175
1633633642978,123.5,178
1633633642987,123.5,183
1633633643001,123.5,187
1633633643004,123.5,189
1633633643011,123.5,192
1633633643020,123.5,194
1633633643029,123.5,197
1633633643035,123.5,200
1633633643053,123.5,205
1633633643061,123.5,208
1633633643067,124.5,211
1633633643073,124.5,213
1633633643081,124.5,215
1633633643089,124.5,218
1633633643097,124.5,220
1633633643105,124.5,222
1633633643112,124.5,223
1633633643120,124.5,225
1633633643144,123.5,230
1633633643160,122.5,231
1633633643172,121.5,231
1633633643304,121.5,231
1633633643307,121.5,231
1633633643311,127.5,231
1633633643319,136.5,233
1633633643320,136.5,233
1633633643328,146.5,235
1633633643329,146.5,235
1633633643346,173.5,243
1633633643347,173.5,243
1633633643351,201.5,251
