1633631409285,107.5,231
1633631409323,237.5,200
1633631409325,237.5,200
1633631409333,239.5,199
1633631409334,239.5,199
1633631409340,240.5,197
1633631409341,240.5,197
1633631409349,243.5,195
1633631409350,243.5,195
1633631409359,245.5,193
1633631409361,245.5,193
1633631409365,247.5,191
1633631409371,248.5,190
1633631409372,248.5,190
1633631409381,250.5,188
1633631409382,250.5,188
1633631409387,251.5,187
1633631409388,251.5,187
1633631409401,252.5,186
1633631409403,253.5,185
1633631409411,254.5,184
1633631409414,254.5,184
1633631409418,255.5,182
1633631409419,255.5,182
1633631409427,257.5,180
1633631409428,257.5,180
1633631409435,258.5,177
1633631409436,258.5,177
1633631409443,259.5,175
1633631409445,259.5,175
1633631409451,260.5,172
1633631409452,260.5,172
1633631409458,262.5,169
1633631409460,262.5,169
1633631409466,263.5,165
1633631409467,263.5,165
1633631409475,265.5,162
1633631409477,265.5,162
1633631409482,266.5,158
1633631409482,266.5,158
1633631409491,266.5,156
1633631409492,266.5,156
1633631409508,268.5,153
1633631409510,268.5,150
1633631409516,269.5,147
1633631409517,269.5,147
1633631409522,269.5,145
1633631409523,269.5,145
1633631409531,270.5,142
1633631409532,270.5,142
1633631409538,270.5,139
1633631409539,270.5,139
1633631409545,271.5,136
1633631409546,271.5,136
1633631409553,271.5,134
1633631409554,271.5,134
1633631409561,271.5,131
1633631409564,271.5,131
1633631409569,271.5,130
1633631409570,271.5,130
1633631409578,271.5,128
1633631409579,271.5,128
1633631409586,271.5,126
1633631409587,271.5,126
1633631409594,271.5,125
1633631409595,271.5,125
1633631409603,271.5,124
1633631409604,271.5,124
1633631409611,271.5,124
1633631409612,271.5,124
1633631409619,271.5,123
1633631409620,271.5,123
1633631409625,271.5,123
1633631409626,271.5,123
1633631409633,271.5,123
1633631409634,271.5,123
1633631409641,269.5,122
1633631409641,269.5,122
1633631409648,268.5,122
1633631409649,268.5,122
1633631409660,266.5,122
1633631409665,266.5,122
1633631409666,262.5,122
1633631409673,255.5,122
1633631409674,255.5,122
1633631409681,248.5,122
1633631409682,248.5,122
1633631409688,238.5,122
1633631409689,238.5,122
1633631409698,227.5,122
1633631409699,227.5,122
1633631409704,214.5,122
1633631409705,214.5,122
1633631409717,200.5,121
1633631409718,200.5,121
1633631409720,186.5,120
1633631409729,179.5,119
1633631409730,179.5,119
1633631409737,168.5,118
1633631409739,168.5,118
1633631409745,159.5,116
1633631409746,159.5,116
1633631409755,150.5,114
1633631409757,150.5,114
1633631409760,143.5,112
1633631409761,143.5,112
1633631409768,137.5,110
1633631409769,137.5,110
1633631409776,135.5,109
1633631409777,135.5,109
1633631409784,131.5,107
1633631409785,131.5,107
1633631409792,128.5,106
1633631409792,128.5,106
1633631409800,126.5,104
1633631409801,126.5,104
1633631409808,124.5,103
1633631409809,124.5,103
1633631409816,122.5,101
1633631409817,122.5,101
1633631409823,121.5,101
1633631409824,121.5,101
1633631409832,121.5,100
1633631409834,121.5,100
1633631409840,120.5,99
1633631409841,120.5,99
1633631409848,120.5,98
1633631409849,120.5,98
1633631409856,120.5,97
1633631409858,120.5,97
1633631409865,120.5,97
1633631409866,120.5,97
1633631409871,120.5,97
1633631409872,120.5,97
1633631409879,120.5,96
1633631409880,120.5,96
1633631410326,120.5,97
1633631410334,120.5,97
1633631410340,120.5,97
1633631410348,120.5,98
1633631410356,120.5,99
1633631410364,120.5,100
1633631410372,120.5,101
1633631410380,120.5,102
1633631410388,120.5,104
1633631410396,120.5,105
1633631410404,119.5,106
1633631410413,119.5,108
1633631410420,119.5,110
1633631410428,119.5,112
1633631410437,119.5,115
1633631410444,118.5,117
1633631410452,118.5,120
1633631410460,118.5,122
1633631410469,117.5,124
1633631410478,117.5,127
1633631410485,116.5,130
1633631410491,116.5,133
1633631410499,116.5,135
1633631410506,115.5,137
1633631410516,115.5,140
1633631410523,115.5,143
1633631410531,115.5,145
1633631410539,115.5,147
1633631410547,114.5,150
1633631410555,114.5,152
1633631410562,114.5,155
1633631410570,114.5,157
1633631410579,114.5,159
1633631410586,114.5,161
1633631410595,113.5,164
1633631410602,113.5,165
1633631410611,113.5,168
1633631410619,113.5,170
1633631410627,113.5,172
1633631410636,113.5,174
1633631410644,113.5,176
1633631410651,112.5,178
1633631410658,112.5,180
1633631410666,112.5,182
1633631410674,112.5,184
1633631410682,112.5,186
1633631410689,112.5,187
1633631410698,112.5,189
1633631410705,112.5,191
1633631410713,112.5,192
1633631410721,112.5,193
1633631410729,111.5,195
1633631410737,111.5,196
1633631410745,111.5,197
1633631410753,111.5,199
1633631410762,111.5,200
1633631410769,111.5,201
1633631410778,111.5,202
1633631410786,111.5,203
1633631410794,111.5,204
1633631410802,111.5,204
1633631410811,111.5,205
1633631410817,111.5,206
1633631410824,111.5,207
1633631410833,110.5,207
1633631410840,110.5,207
1633631410848,110.5,207
1633631410856,110.5,207
1633631410864,109.5,207
1633631410872,108.5,207
1633631410880,108.5,206
1633631410888,107.5,205
1633631410905,106.5,203
1633631411111,107.5,203
1633631411112,107.5,203
1633631411119,110.5,203
1633631411120,110.5,203
1633631411127,118.5,203
1633631411127,118.5,203
1633631411135,132.5,203
1633631411136,132.5,203
1633631411143,154.5,203
1633631411143,154.5,203
1633631411150,201.5,205
1633631411151,201.5,205
1633631411229,711.5,216
1633631411230,711.5,216
1633631411239,750.5,217
1633631411241,750.5,217
1633631411245,764.5,217
1633631411246,764.5,217
